,full_name,short_name,full_question
183,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_income,crop_sold_income_2,How.much.money.did.you.make.from.selling...crop_label..during.the.last.12.months..1
184,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_price_quantityunits,crop_sold_price_quantityunits_2,sale.price.units..1
185,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_sale_other_units.crop_price_quantityunits_other,crop_price_quantityunits_other_2,Specify.the.crop.sale.price..other..units..1
186,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_who.crop_sale_where,crop_sale_where_2,Where..or.to.who..are.the...crop_label..usually.sold..1
187,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_who.crop_who_control_revenue,crop_who_control_revenue_2,Who.usually.decides.what.do.to.with.the.income.from.selling.the...crop_label...1
188,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_who.crop_consume_control,crop_consume_control_2,Who.usually.decides.when.to.eat.the...crop_label...1
189,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.residues_g1.crop_residue_use,crop_residue_use_2,What.did.you.do.with.the.crop.residues.from.the...crop_label..during.the.last.12.months..1
190,survey_grp.SECTION_Crop_Productivity.crop_repeat.2..crop_rep_grp.crop_harvest_g1.crop_residue_sale_income,crop_residue_sale_income_2,About.how.much.money.did.you.make.from.selling...crop_label..residues.in.the.last.12.months..1
191,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_number,crop_rep_number_3,crop_rep_number.2
192,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_name,crop_name_3,I.m.going.to.ask.you.about.each.of.these.most.important.crops.now..Define.crop.number...crop_rep_number...2
193,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_label,crop_label_3,crop_label.2
194,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.season_grown,season_grown_3,In.which.season.did.you.plant...crop_label...2
195,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_harvest,crop_harvest_3,During.the.12.months..was.the...crop_label..harvest.good.or.bad..2
196,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_yield,crop_yield_3,About.how.much...crop_label..did.you.harvest.during.the.last.12.months..2
197,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_yield_units,crop_yield_units_3,Crop.yield.Units..2
198,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_intercrop,crop_intercrop_3,Did.you.grow...crop_label..intercropped.with.other.plants..2
199,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_land_area,crop_land_area_3,About.how.much.of.your.land.did.you.use.for.growing...crop_label..during.the.last.12.months..2
200,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_land_area_units,crop_land_area_units_3,Unit.of.land.area..6
201,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details.crop_manage_who,crop_manage_who_3,Who.mainly.takes.care.of.the...crop_label...2
202,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_details_other.crop_yield_units_other,crop_yield_units_other_3,Specify.the.crop.yield..other..units..2
203,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_use_details.crop_use,crop_use_3,What.did.you.do.with.the.main.harvest.of...crop_label..during.the.last.12.months..Did.you.eat.it..use.at.home..sell.it..2
204,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_consumed_prop,crop_consumed_prop_3,About.how.much.of.the...crop_label..was.consumed.or.used.by.the.household.during.the.last.12.months..2
205,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_seed_saved_prop,crop_seed_saved_prop_3,About.how.much.of.the...crop_label..was.saved.for.seed.during.the.last.12.months..2
206,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sold_prop,crop_sold_prop_3,About.how.much.of.the...crop_label..was.sold.during.the.last.12.months..2
207,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sell_later_prop,crop_sell_later_prop_3,About.how.much.of.the...crop_label..is.stored.and.you.plan.to.sell.later..2
208,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_feed_lstk_prop,crop_feed_lstk_prop_3,About.how.much.of.the...crop_label..was.fed.to.livestock.during.the.last.12.months..2
209,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_trade_prop,crop_trade_prop_3,About.how.much.of.the...crop_label..was.exchanged.during.the.last.12.months..2
210,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_give_prop,crop_give_prop_3,About.how.much.of.the...crop_label..was.given.away.during.the.last.12.months..2
211,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_income,crop_sold_income_3,How.much.money.did.you.make.from.selling...crop_label..during.the.last.12.months..2
212,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_price_quantityunits,crop_sold_price_quantityunits_3,sale.price.units..2
213,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_sale_other_units.crop_price_quantityunits_other,crop_price_quantityunits_other_3,Specify.the.crop.sale.price..other..units..2
214,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_who.crop_sale_where,crop_sale_where_3,Where..or.to.who..are.the...crop_label..usually.sold..2
215,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_who.crop_who_control_revenue,crop_who_control_revenue_3,Who.usually.decides.what.do.to.with.the.income.from.selling.the...crop_label...2
216,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_who.crop_consume_control,crop_consume_control_3,Who.usually.decides.when.to.eat.the...crop_label...2
217,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.residues_g1.crop_residue_use,crop_residue_use_3,What.did.you.do.with.the.crop.residues.from.the...crop_label..during.the.last.12.months..2
218,survey_grp.SECTION_Crop_Productivity.crop_repeat.3..crop_rep_grp.crop_harvest_g1.crop_residue_sale_income,crop_residue_sale_income_3,About.how.much.money.did.you.make.from.selling...crop_label..residues.in.the.last.12.months..2
219,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_number,crop_rep_number_4,crop_rep_number.3
220,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_name,crop_name_4,I.m.going.to.ask.you.about.each.of.these.most.important.crops.now..Define.crop.number...crop_rep_number...3
221,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_label,crop_label_4,crop_label.3
222,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.season_grown,season_grown_4,In.which.season.did.you.plant...crop_label...3
223,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_harvest,crop_harvest_4,During.the.12.months..was.the...crop_label..harvest.good.or.bad..3
224,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_yield,crop_yield_4,About.how.much...crop_label..did.you.harvest.during.the.last.12.months..3
225,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_yield_units,crop_yield_units_4,Crop.yield.Units..3
226,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_intercrop,crop_intercrop_4,Did.you.grow...crop_label..intercropped.with.other.plants..3
227,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_land_area,crop_land_area_4,About.how.much.of.your.land.did.you.use.for.growing...crop_label..during.the.last.12.months..3
228,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_land_area_units,crop_land_area_units_4,Unit.of.land.area..7
229,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details.crop_manage_who,crop_manage_who_4,Who.mainly.takes.care.of.the...crop_label...3
230,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_details_other.crop_yield_units_other,crop_yield_units_other_4,Specify.the.crop.yield..other..units..3
231,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_use_details.crop_use,crop_use_4,What.did.you.do.with.the.main.harvest.of...crop_label..during.the.last.12.months..Did.you.eat.it..use.at.home..sell.it..3
232,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_consumed_prop,crop_consumed_prop_4,About.how.much.of.the...crop_label..was.consumed.or.used.by.the.household.during.the.last.12.months..3
233,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_seed_saved_prop,crop_seed_saved_prop_4,About.how.much.of.the...crop_label..was.saved.for.seed.during.the.last.12.months..3
234,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sold_prop,crop_sold_prop_4,About.how.much.of.the...crop_label..was.sold.during.the.last.12.months..3
235,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sell_later_prop,crop_sell_later_prop_4,About.how.much.of.the...crop_label..is.stored.and.you.plan.to.sell.later..3
236,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_feed_lstk_prop,crop_feed_lstk_prop_4,About.how.much.of.the...crop_label..was.fed.to.livestock.during.the.last.12.months..3
237,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_trade_prop,crop_trade_prop_4,About.how.much.of.the...crop_label..was.exchanged.during.the.last.12.months..3
238,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_give_prop,crop_give_prop_4,About.how.much.of.the...crop_label..was.given.away.during.the.last.12.months..3
239,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_income,crop_sold_income_4,How.much.money.did.you.make.from.selling...crop_label..during.the.last.12.months..3
240,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_price_quantityunits,crop_sold_price_quantityunits_4,sale.price.units..3
241,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_sale_other_units.crop_price_quantityunits_other,crop_price_quantityunits_other_4,Specify.the.crop.sale.price..other..units..3
242,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_who.crop_sale_where,crop_sale_where_4,Where..or.to.who..are.the...crop_label..usually.sold..3
243,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_who.crop_who_control_revenue,crop_who_control_revenue_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the...crop_label...3
244,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_who.crop_consume_control,crop_consume_control_4,Who.usually.decides.when.to.eat.the...crop_label...3
245,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.residues_g1.crop_residue_use,crop_residue_use_4,What.did.you.do.with.the.crop.residues.from.the...crop_label..during.the.last.12.months..3
246,survey_grp.SECTION_Crop_Productivity.crop_repeat.4..crop_rep_grp.crop_harvest_g1.crop_residue_sale_income,crop_residue_sale_income_4,About.how.much.money.did.you.make.from.selling...crop_label..residues.in.the.last.12.months..3
247,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_number,crop_rep_number_5,crop_rep_number.4
248,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_name,crop_name_5,I.m.going.to.ask.you.about.each.of.these.most.important.crops.now..Define.crop.number...crop_rep_number...4
249,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_label,crop_label_5,crop_label.4
250,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.season_grown,season_grown_5,In.which.season.did.you.plant...crop_label...4
251,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_harvest,crop_harvest_5,During.the.12.months..was.the...crop_label..harvest.good.or.bad..4
252,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_yield,crop_yield_5,About.how.much...crop_label..did.you.harvest.during.the.last.12.months..4
253,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_yield_units,crop_yield_units_5,Crop.yield.Units..4
254,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_intercrop,crop_intercrop_5,Did.you.grow...crop_label..intercropped.with.other.plants..4
255,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_land_area,crop_land_area_5,About.how.much.of.your.land.did.you.use.for.growing...crop_label..during.the.last.12.months..4
256,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_land_area_units,crop_land_area_units_5,Unit.of.land.area..8
257,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details.crop_manage_who,crop_manage_who_5,Who.mainly.takes.care.of.the...crop_label...4
258,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_details_other.crop_yield_units_other,crop_yield_units_other_5,Specify.the.crop.yield..other..units..4
259,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_use_details.crop_use,crop_use_5,What.did.you.do.with.the.main.harvest.of...crop_label..during.the.last.12.months..Did.you.eat.it..use.at.home..sell.it..4
260,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_consumed_prop,crop_consumed_prop_5,About.how.much.of.the...crop_label..was.consumed.or.used.by.the.household.during.the.last.12.months..4
261,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_seed_saved_prop,crop_seed_saved_prop_5,About.how.much.of.the...crop_label..was.saved.for.seed.during.the.last.12.months..4
262,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sold_prop,crop_sold_prop_5,About.how.much.of.the...crop_label..was.sold.during.the.last.12.months..4
263,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_sell_later_prop,crop_sell_later_prop_5,About.how.much.of.the...crop_label..is.stored.and.you.plan.to.sell.later..4
264,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_feed_lstk_prop,crop_feed_lstk_prop_5,About.how.much.of.the...crop_label..was.fed.to.livestock.during.the.last.12.months..4
265,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_trade_prop,crop_trade_prop_5,About.how.much.of.the...crop_label..was.exchanged.during.the.last.12.months..4
266,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_use_quantities.crop_give_prop,crop_give_prop_5,About.how.much.of.the...crop_label..was.given.away.during.the.last.12.months..4
267,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_income,crop_sold_income_5,How.much.money.did.you.make.from.selling...crop_label..during.the.last.12.months..4
268,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_sold_income_group.crop_sold_price_quantityunits,crop_sold_price_quantityunits_5,sale.price.units..4
269,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_sale_other_units.crop_price_quantityunits_other,crop_price_quantityunits_other_5,Specify.the.crop.sale.price..other..units..4
270,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_who.crop_sale_where,crop_sale_where_5,Where..or.to.who..are.the...crop_label..usually.sold..4
271,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_who.crop_who_control_revenue,crop_who_control_revenue_5,Who.usually.decides.what.do.to.with.the.income.from.selling.the...crop_label...4
272,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_who.crop_consume_control,crop_consume_control_5,Who.usually.decides.when.to.eat.the...crop_label...4
273,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.residues_g1.crop_residue_use,crop_residue_use_5,What.did.you.do.with.the.crop.residues.from.the...crop_label..during.the.last.12.months..4
274,survey_grp.SECTION_Crop_Productivity.crop_repeat.5..crop_rep_grp.crop_harvest_g1.crop_residue_sale_income,crop_residue_sale_income_5,About.how.much.money.did.you.make.from.selling...crop_label..residues.in.the.last.12.months..4
275,survey_grp.SECTION_Crop_Productivity.crop_repeat.crop_rep_grp.crop_name,crop_name,I.m.going.to.ask.you.about.each.of.these.most.important.crops.now..Define.crop.number...crop_rep_number...5
276,survey_grp.SECTION_Crop_Productivity.crop_repeat.crop_rep_grp.crop_label,crop_label,crop_label.5
277,survey_grp.SECTION_Crop_Productivity.crop_repeat.crop_rep_grp.crop_details.season_grown,season_grown,In.which.season.did.you.plant...crop_label...5
